ingredient_id,nutrient_id,amount,fdc_id,data_source,created_at
29cb2618-d853-46dc-9f79-d9b0346de23c,1088,0.0,,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1090,10.0,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1089,0.89,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1098,0.1,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1101,0.151,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1095,0.17,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1100,0.0,,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1103,0.9,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1104,13790.0,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1110,0.0,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1109,0.0,,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1165,0.03,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1166,0.036,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1170,0.401,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1167,0.556,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1175,0.105,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1186,0.0,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1178,0.0,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1180,7.5,168568.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1008,191.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1005,5.13,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1079,0.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1003,29.08,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1220,1.735,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1221,0.879,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1212,1.352,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1213,2.67,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1214,2.247,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1215,0.759,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1216,0.526,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1217,1.515,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1218,1.128,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1211,1.215,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1210,0.368,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1219,1.761,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1004,5.26,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1269,0.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1404,0.017,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1271,0.397,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1272,0.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1278,0.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1087,6.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1091,497.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1092,352.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1093,79.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1088,0.0,,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1090,21.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1089,6.54,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1098,14.283,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1101,0.356,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1095,5.3,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1100,0.0,,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1103,36.1,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1104,31714.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1110,49.0,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1109,0.51,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1165,0.194,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1166,3.425,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1170,7.11,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1167,17.525,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1175,1.017,168626.0,usda,2026-02-04T04:40:40.267768
9eb522a9-7f41-4267-9c8f-9d1151cff430,1186,0.0,168626.0,usda,2026-02-04T04:40:40.267768
