fdc_id,description,food_category_id,nutrient_id,name,amount,unit_name
169097,"Oranges, raw, all commercial varieties",9,1170,Pantothenic acid,0.25,MG
169097,"Oranges, raw, all commercial varieties",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG
169097,"Oranges, raw, all commercial varieties",9,1178,Vitamin B-12,0.0,UG
169097,"Oranges, raw, all commercial varieties",9,1180,"Choline, total",8.4,MG
169097,"Oranges, raw, all commercial varieties",9,1186,Folic acid,0.0,UG
169097,"Oranges, raw, all commercial varieties",9,1210,Tryptophan,0.009,G
169097,"Oranges, raw, all commercial varieties",9,1211,Threonine,0.015,G
169097,"Oranges, raw, all commercial varieties",9,1212,Isoleucine,0.025,G
169097,"Oranges, raw, all commercial varieties",9,1213,Leucine,0.023,G
169097,"Oranges, raw, all commercial varieties",9,1214,Lysine,0.047,G
169097,"Oranges, raw, all commercial varieties",9,1215,Methionine,0.02,G
169097,"Oranges, raw, all commercial varieties",9,1217,Phenylalanine,0.031,G
169097,"Oranges, raw, all commercial varieties",9,1219,Valine,0.04,G
169097,"Oranges, raw, all commercial varieties",9,1220,Arginine,0.065,G
169097,"Oranges, raw, all commercial varieties",9,1221,Histidine,0.018,G
169097,"Oranges, raw, all commercial varieties",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G
169097,"Oranges, raw, all commercial varieties",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G
169097,"Oranges, raw, all commercial varieties",9,1272,PUFA 22:6 n-3 (DHA),0.0,G
169097,"Oranges, raw, all commercial varieties",9,1278,PUFA 20:5 n-3 (EPA),0.0,G
169097,"Oranges, raw, all commercial varieties",9,1316,"PUFA 18:2 n-6 c,c",0.0,G
169097,"Oranges, raw, all commercial varieties",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G
169118,"Pears, raw",9,1003,Protein,0.36,G
169118,"Pears, raw",9,1004,Total lipid (fat),0.14,G
169118,"Pears, raw",9,1005,"Carbohydrate, by difference",15.23,G
169118,"Pears, raw",9,1008,Energy,57.0,KCAL
169118,"Pears, raw",9,1087,"Calcium, Ca",9.0,MG
169118,"Pears, raw",9,1088,"Chlorine, Cl",0.0,MG
169118,"Pears, raw",9,1089,"Iron, Fe",0.18,MG
169118,"Pears, raw",9,1090,"Magnesium, Mg",7.0,MG
169118,"Pears, raw",9,1091,"Phosphorus, P",12.0,MG
169118,"Pears, raw",9,1092,"Potassium, K",116.0,MG
169118,"Pears, raw",9,1093,"Sodium, Na",1.0,MG
169118,"Pears, raw",9,1095,"Zinc, Zn",0.1,MG
169118,"Pears, raw",9,1098,"Copper, Cu",0.082,MG
169118,"Pears, raw",9,1100,"Iodine, I",0.0,UG
169118,"Pears, raw",9,1101,"Manganese, Mn",0.048,MG
169118,"Pears, raw",9,1103,"Selenium, Se",0.1,UG
169118,"Pears, raw",9,1104,"Vitamin A, IU",25.0,IU
169118,"Pears, raw",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU
169118,"Pears, raw",9,1109,Vitamin E (alpha-tocopherol),0.12,MG
169118,"Pears, raw",9,1165,Thiamin,0.012,MG
169118,"Pears, raw",9,1166,Riboflavin,0.026,MG
169118,"Pears, raw",9,1167,Niacin,0.161,MG
169118,"Pears, raw",9,1170,Pantothenic acid,0.049,MG
169118,"Pears, raw",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG
169118,"Pears, raw",9,1178,Vitamin B-12,0.0,UG
169118,"Pears, raw",9,1180,"Choline, total",5.1,MG
169118,"Pears, raw",9,1186,Folic acid,0.0,UG
169118,"Pears, raw",9,1210,Tryptophan,0.002,G
169118,"Pears, raw",9,1211,Threonine,0.011,G
169118,"Pears, raw",9,1212,Isoleucine,0.011,G
169118,"Pears, raw",9,1213,Leucine,0.019,G
169118,"Pears, raw",9,1214,Lysine,0.017,G
169118,"Pears, raw",9,1215,Methionine,0.002,G
169118,"Pears, raw",9,1217,Phenylalanine,0.011,G
169118,"Pears, raw",9,1219,Valine,0.017,G
169118,"Pears, raw",9,1220,Arginine,0.01,G
169118,"Pears, raw",9,1221,Histidine,0.002,G
169118,"Pears, raw",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G
169118,"Pears, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G
169118,"Pears, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G
169118,"Pears, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G
169118,"Pears, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G
169118,"Pears, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G
169124,"Pineapple, raw, all varieties",9,1003,Protein,0.54,G
169124,"Pineapple, raw, all varieties",9,1004,Total lipid (fat),0.12,G
169124,"Pineapple, raw, all varieties",9,1005,"Carbohydrate, by difference",13.12,G
169124,"Pineapple, raw, all varieties",9,1008,Energy,50.0,KCAL
169124,"Pineapple, raw, all varieties",9,1087,"Calcium, Ca",13.0,MG
169124,"Pineapple, raw, all varieties",9,1088,"Chlorine, Cl",0.0,MG
169124,"Pineapple, raw, all varieties",9,1089,"Iron, Fe",0.29,MG
169124,"Pineapple, raw, all varieties",9,1090,"Magnesium, Mg",12.0,MG
169124,"Pineapple, raw, all varieties",9,1091,"Phosphorus, P",8.0,MG
169124,"Pineapple, raw, all varieties",9,1092,"Potassium, K",109.0,MG
169124,"Pineapple, raw, all varieties",9,1093,"Sodium, Na",1.0,MG
169124,"Pineapple, raw, all varieties",9,1095,"Zinc, Zn",0.12,MG
169124,"Pineapple, raw, all varieties",9,1098,"Copper, Cu",0.11,MG
169124,"Pineapple, raw, all varieties",9,1100,"Iodine, I",0.0,UG
169124,"Pineapple, raw, all varieties",9,1101,"Manganese, Mn",0.927,MG
169124,"Pineapple, raw, all varieties",9,1103,"Selenium, Se",0.1,UG
169124,"Pineapple, raw, all varieties",9,1104,"Vitamin A, IU",58.0,IU
169124,"Pineapple, raw, all varieties",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU
169124,"Pineapple, raw, all varieties",9,1109,Vitamin E (alpha-tocopherol),0.02,MG
169124,"Pineapple, raw, all varieties",9,1165,Thiamin,0.079,MG
169124,"Pineapple, raw, all varieties",9,1166,Riboflavin,0.032,MG
169124,"Pineapple, raw, all varieties",9,1167,Niacin,0.5,MG
169124,"Pineapple, raw, all varieties",9,1170,Pantothenic acid,0.213,MG
169124,"Pineapple, raw, all varieties",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG
169124,"Pineapple, raw, all varieties",9,1178,Vitamin B-12,0.0,UG
169124,"Pineapple, raw, all varieties",9,1180,"Choline, total",5.5,MG
169124,"Pineapple, raw, all varieties",9,1186,Folic acid,0.0,UG
169124,"Pineapple, raw, all varieties",9,1210,Tryptophan,0.005,G
169124,"Pineapple, raw, all varieties",9,1211,Threonine,0.019,G
169124,"Pineapple, raw, all varieties",9,1212,Isoleucine,0.019,G
169124,"Pineapple, raw, all varieties",9,1213,Leucine,0.024,G
169124,"Pineapple, raw, all varieties",9,1214,Lysine,0.026,G
169124,"Pineapple, raw, all varieties",9,1215,Methionine,0.012,G
